,play-team-vtm-link,play-team-vtm,quarter,time,score,neutral,play-team-htm-link,play-team-htm,play-team-vtm-video-url,play-team-htm-video-url
278,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=415&Season=2025&title=Mabrey REBOUND (Off:1 Def:6)&SeasonType=Regular Season&LeagueID=10,Mabrey REBOUND (Off:1 Def:6),3,2:50,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/415/0f99129e-8a01-1b06-bc05-e05edddbc41d_1280x720.mp4,
279,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=416&Season=2025&title=Rivers 25' 3PT Jump Shot (3 PTS) (Mabrey 1 AST)&SeasonType=Regular Season&LeagueID=10,Rivers 25' 3PT Jump Shot (3 PTS) (Mabrey 1 AST),3,2:49,48 - 60,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/416/60c03a9b-ec02-a9ca-b927-8f6f39be2cfa_1280x720.mp4,
280,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=418&Season=2025&title=Charles P.FOUL (P2.T3)&SeasonType=Regular Season&LeagueID=10,Charles P.FOUL (P2.T3),3,2:29,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/418/97e002e9-a121-8327-aaaa-db728d0ed087_1280x720.mp4,
281,,,3,2:20,48 - 62,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=420&Season=2025&title=Dantas 3' Layup (4 PTS)&SeasonType=Regular Season&LeagueID=10,Dantas 3' Layup (4 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/420/9940538a-cea7-f367-dcaa-ee165fdc921e_1280x720.mp4
282,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=421&Season=2025&title=MISS Mabrey 28' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mabrey 28' 3PT Jump Shot,3,1:59,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/421/57d5acee-177c-991a-d0ad-19bc44abce97_1280x720.mp4,
283,,,3,1:55,,,,,,
284,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=423&Season=2025&title=Allen L.B.FOUL (P1.T4)&SeasonType=Regular Season&LeagueID=10,Allen L.B.FOUL (P1.T4),3,1:55,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/423/49d4d41b-b877-1e66-bc29-fd52dea982ed_1280x720.mp4,
285,,,3,1:55,,,,,,
286,,,3,1:47,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=427&Season=2025&title=MISS Mitchell 1' Driving Layup&SeasonType=Regular Season&LeagueID=10,MISS Mitchell 1' Driving Layup,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/427/a28daa43-fb91-e2d4-32bb-58522e24762e_1280x720.mp4
287,,,3,1:44,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=428&Season=2025&title=Howard REBOUND (Off:7 Def:5)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:7 Def:5),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/428/1af5ecf6-6468-9e19-ebe0-9cd9cc29c202_1280x720.mp4
288,,,3,1:44,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=429&Season=2025&title=MISS Howard 1' Tip Layup Shot&SeasonType=Regular Season&LeagueID=10,MISS Howard 1' Tip Layup Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/429/52933318-a5aa-e104-fe1c-c1c65f91fa7b_1280x720.mp4
289,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=430&Season=2025&title=Brown REBOUND (Off:0 Def:1)&SeasonType=Regular Season&LeagueID=10,Brown REBOUND (Off:0 Def:1),3,1:44,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/430/ca7a25d3-c1d7-de11-e4ad-aed2f9e7e12f_1280x720.mp4,
290,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=431&Season=2025&title=Brown 19' Pullup Jump Shot (7 PTS)&SeasonType=Regular Season&LeagueID=10,Brown 19' Pullup Jump Shot (7 PTS),3,1:28,50 - 62,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/431/4a13e6cb-2611-78ff-b32c-667d3674df4b_1280x720.mp4,
291,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=432&Season=2025&title=Rivers P.FOUL (P2.PN)&SeasonType=Regular Season&LeagueID=10,Rivers P.FOUL (P2.PN),3,1:13,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/432/3108411f-0c2f-abbe-5b6e-a8ce67a8ada2_1280x720.mp4,
292,,,3,1:13,50 - 63,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=434&Season=2025&title=Howard Free Throw 1 of 2 (15 PTS)&SeasonType=Regular Season&LeagueID=10,Howard Free Throw 1 of 2 (15 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/434/539c2fb4-d0d1-f47d-5821-3f2f8b7412a7_1280x720.mp4
293,,,3,1:13,50 - 64,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=435&Season=2025&title=Howard Free Throw 2 of 2 (16 PTS)&SeasonType=Regular Season&LeagueID=10,Howard Free Throw 2 of 2 (16 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/435/ad523fd8-9842-2c3b-8a8d-b1d4b4e51eff_1280x720.mp4
294,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=436&Season=2025&title=Charles 14' Turnaround Fadeaway (20 PTS)&SeasonType=Regular Season&LeagueID=10,Charles 14' Turnaround Fadeaway (20 PTS),3,1:00,52 - 64,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/436/9c4a11ce-e207-c389-ee40-60966ee78f06_1280x720.mp4,
295,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=437&Season=2025&title=Peters P.FOUL (P2.PN)&SeasonType=Regular Season&LeagueID=10,Peters P.FOUL (P2.PN),3,0:44,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/437/f49360bb-6caa-744a-e92a-70d6469eed5d_1280x720.mp4,
296,,,3,0:44,52 - 65,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=439&Season=2025&title=Dantas Free Throw 1 of 2 (5 PTS)&SeasonType=Regular Season&LeagueID=10,Dantas Free Throw 1 of 2 (5 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/439/a0b7bae9-2bb6-6aa7-98cf-c0e66afaca8e_1280x720.mp4
297,,,3,0:44,52 - 66,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=440&Season=2025&title=Dantas Free Throw 2 of 2 (6 PTS)&SeasonType=Regular Season&LeagueID=10,Dantas Free Throw 2 of 2 (6 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/440/b600f43a-7227-ae66-d3c8-147224ea79c8_1280x720.mp4
298,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=441&Season=2025&title=MISS Rivers 19' Pullup Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Rivers 19' Pullup Jump Shot,3,0:30,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/441/f5fa6554-9cc4-26c8-0194-2ed4792f0f8f_1280x720.mp4,
299,,,3,0:28,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=442&Season=2025&title=Dantas REBOUND (Off:0 Def:2)&SeasonType=Regular Season&LeagueID=10,Dantas REBOUND (Off:0 Def:2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/442/e632f6d3-3af1-af8d-6cd0-0465c6f6bce1_1280x720.mp4
300,,,3,0:08,52 - 68,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=443&Season=2025&title=Mitchell 20' Step Back Jump Shot (17 PTS)&SeasonType=Regular Season&LeagueID=10,Mitchell 20' Step Back Jump Shot (17 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/443/3a2b01f9-1e10-f21f-e684-07a678e21a2e_1280x720.mp4
301,,,3,0:00,52 - 68,Instant Replay3rd Period (8:38 PM EST),,,,
302,,,3,0:00,52 - 68,End of 3rd Period (8:39 PM EST),,,,
303,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=453&Season=2025&title=Brown 1' Reverse Layup (9 PTS) (Rivers 2 AST)&SeasonType=Regular Season&LeagueID=10,Brown 1' Reverse Layup (9 PTS) (Rivers 2 AST),4,9:48,54 - 68,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/453/bea7dc26-a19a-c4b8-b39f-19fc966f5012_1280x720.mp4,
304,,,4,9:31,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=455&Season=2025&title=Colson OFF.Foul (P2)&SeasonType=Regular Season&LeagueID=10,Colson OFF.Foul (P2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/455/f7e2c71a-17f7-1e95-99c4-c6f20095aeef_1280x720.mp4
305,,,4,9:31,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=457&Season=2025&title=Colson Offensive Foul Turnover (P2.T13)&SeasonType=Regular Season&LeagueID=10,Colson Offensive Foul Turnover (P2.T13),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/457/38079e6e-22b5-a6fa-b675-673ab9f454e4_1280x720.mp4
306,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=458&Season=2025&title=Rivers 1' Layup (5 PTS)&SeasonType=Regular Season&LeagueID=10,Rivers 1' Layup (5 PTS),4,9:15,56 - 68,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/458/8a307a74-fce8-a6cb-fd40-9245b3b94492_1280x720.mp4,
307,,,4,8:56,56 - 71,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=459&Season=2025&title=Dantas 26' 3PT Jump Shot (9 PTS) (Mitchell 2 AST)&SeasonType=Regular Season&LeagueID=10,Dantas 26' 3PT Jump Shot (9 PTS) (Mitchell 2 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/459/ac5b25a7-2d10-194c-1ebc-ef3836c9eb90_1280x720.mp4
308,,,4,8:43,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=461&Season=2025&title=Cunningham P.FOUL (P4.T1)&SeasonType=Regular Season&LeagueID=10,Cunningham P.FOUL (P4.T1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/461/bd0cc488-64b5-60dd-2175-2a0a5ca8d314_1280x720.mp4
309,,,4,8:38,,,,,,
310,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=464&Season=2025&title=Peters Traveling Turnover (P2.T10)&SeasonType=Regular Season&LeagueID=10,Peters Traveling Turnover (P2.T10),4,8:34,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/464/f28e7f88-56a2-82cc-b3e2-88f06c841592_1280x720.mp4,
311,,,4,8:22,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=465&Season=2025&title=MISS Dantas 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Dantas 3PT Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/465/6f6cc8cf-0175-b55c-c544-fe9a73ff71f4_1280x720.mp4
312,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=466&Season=2025&title=Rivers REBOUND (Off:0 Def:2)&SeasonType=Regular Season&LeagueID=10,Rivers REBOUND (Off:0 Def:2),4,8:18,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/466/dd3d8bef-7ce5-ea49-1c1c-5d6f4bea8e67_1280x720.mp4,
313,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=467&Season=2025&title=Rivers 15' Pullup Jump Shot (7 PTS)&SeasonType=Regular Season&LeagueID=10,Rivers 15' Pullup Jump Shot (7 PTS),4,8:11,58 - 71,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/467/4878fc7a-d93f-b7fe-0e9e-14ef0d794a6d_1280x720.mp4,
314,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=468&Season=2025&title=Rivers P.FOUL (P3.T1)&SeasonType=Regular Season&LeagueID=10,Rivers P.FOUL (P3.T1),4,8:00,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/468/30860920-b882-b29c-5d2e-37097891d257_1280x720.mp4,
315,,,4,7:55,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=470&Season=2025&title=MISS Mitchell Driving Finger Roll Layup&SeasonType=Regular Season&LeagueID=10,MISS Mitchell Driving Finger Roll Layup,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/470/3cf3e390-f6c8-7c93-f41b-82d058e48c3c_1280x720.mp4
316,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=471&Season=2025&title=Rivers REBOUND (Off:0 Def:3)&SeasonType=Regular Season&LeagueID=10,Rivers REBOUND (Off:0 Def:3),4,7:52,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/471/9c0ee6b2-5fba-649c-1fd0-cfc31e22e2a3_1280x720.mp4,
317,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=472&Season=2025&title=Brown 26' 3PT Running Pull-Up Jump Shot (12 PTS) (Rivers 3 AST)&SeasonType=Regular Season&LeagueID=10,Brown 26' 3PT Running Pull-Up Jump Shot (12 PTS) (Rivers 3 AST),4,7:46,61 - 71,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/472/9bd96c27-4e9e-1e56-c251-e37f43010f70_1280x720.mp4,
318,,,4,7:46,,,,,,
319,,,4,7:46,,,,,,
320,,,4,7:46,,,,,,
321,,,4,7:25,61 - 73,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=479&Season=2025&title=Cunningham 1' Driving Finger Roll Layup (2 PTS) (Dantas 2 AST)&SeasonType=Regular Season&LeagueID=10,Cunningham 1' Driving Finger Roll Layup (2 PTS) (Dantas 2 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/479/3b2ab0a7-e4fd-edf6-3ead-c88615d7a351_1280x720.mp4
322,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=480&Season=2025&title=MISS Diaby 1' Layup&SeasonType=Regular Season&LeagueID=10,MISS Diaby 1' Layup,4,7:03,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/480/12951166-6c5b-7abf-5359-f45cfbd4a075_1280x720.mp4,
323,,,4,7:01,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=481&Season=2025&title=Boston REBOUND (Off:1 Def:7)&SeasonType=Regular Season&LeagueID=10,Boston REBOUND (Off:1 Def:7),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/481/2411e09b-a986-7f0b-e7a2-20f627965e8d_1280x720.mp4
324,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=483&Season=2025&title=Rivers P.FOUL (P4.T2)&SeasonType=Regular Season&LeagueID=10,Rivers P.FOUL (P4.T2),4,6:55,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/483/f7e1f227-f0d7-d2f6-3606-3d22c1952dfb_1280x720.mp4,
325,,,4,6:55,,,,,,
326,,,4,6:55,,,,,,
327,,,4,6:51,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=489&Season=2025&title=MISS Clark 28' 3PT Pullup Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Clark 28' 3PT Pullup Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/489/b3076bf9-6220-14f3-6dfc-15c081d7289c_1280x720.mp4
328,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=490&Season=2025&title=Mabrey REBOUND (Off:1 Def:7)&SeasonType=Regular Season&LeagueID=10,Mabrey REBOUND (Off:1 Def:7),4,6:47,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/490/1560c81e-4f00-d477-eba7-9d69dd3b5a8e_1280x720.mp4,
329,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=491&Season=2025&title=MISS Rivers 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Rivers 3PT Jump Shot,4,6:29,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/491/3c373199-45ff-ed9f-f6dc-6b75c4f4b922_1280x720.mp4,
330,,,4,6:27,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=492&Season=2025&title=Cunningham REBOUND (Off:1 Def:5)&SeasonType=Regular Season&LeagueID=10,Cunningham REBOUND (Off:1 Def:5),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/492/1b0fc4e9-b67e-9860-dc3b-66f715f3e154_1280x720.mp4
331,,,4,6:20,61 - 76,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=493&Season=2025&title=Boston 25' 3PT Pullup Jump Shot (9 PTS) (Hull 1 AST)&SeasonType=Regular Season&LeagueID=10,Boston 25' 3PT Pullup Jump Shot (9 PTS) (Hull 1 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/493/1794a1c1-b7fe-1bfb-6585-7b4babc0568b_1280x720.mp4
332,,,4,5:59,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=495&Season=2025&title=Hull S.FOUL (P3.T2)&SeasonType=Regular Season&LeagueID=10,Hull S.FOUL (P3.T2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/495/857872dc-c2ef-76cf-15ad-bfb54b02ea6a_1280x720.mp4
333,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=497&Season=2025&title=Diaby Free Throw 1 of 2 (1 PTS)&SeasonType=Regular Season&LeagueID=10,Diaby Free Throw 1 of 2 (1 PTS),4,5:59,62 - 76,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/497/5f44dcdb-e9b9-2164-b260-89dace0ec83b_1280x720.mp4,
334,,,4,5:59,,,,,,
335,,,4,5:59,,,,,,
336,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=502&Season=2025&title=Diaby Free Throw 2 of 2 (2 PTS)&SeasonType=Regular Season&LeagueID=10,Diaby Free Throw 2 of 2 (2 PTS),4,5:59,63 - 76,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/502/58e71218-53a2-1451-78b1-6fcedd44f5f9_1280x720.mp4,
337,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=503&Season=2025&title=Diaby P.FOUL (P1.T3)&SeasonType=Regular Season&LeagueID=10,Diaby P.FOUL (P1.T3),4,5:52,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/503/89eb8685-7336-4353-8cf4-34268bd19ec9_1280x720.mp4,
338,,,4,5:51,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=505&Season=2025&title=Clark Backcourt Turnover (P4.T14)&SeasonType=Regular Season&LeagueID=10,Clark Backcourt Turnover (P4.T14),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/505/f2675db3-5d39-8e82-dba1-1ae8d075ac77_1280x720.mp4
339,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=506&Season=2025&title=MISS Brown 19' Pullup Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Brown 19' Pullup Jump Shot,4,5:35,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/506/2a5b71e5-18c7-44ac-6fa0-1f171a618659_1280x720.mp4,
340,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=507&Season=2025&title=Sheldon REBOUND (Off:2 Def:0)&SeasonType=Regular Season&LeagueID=10,Sheldon REBOUND (Off:2 Def:0),4,5:32,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/507/fa9acfb3-db95-b541-6e7f-8fe5ebecfada_1280x720.mp4,
341,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=508&Season=2025&title=Mabrey Bad Pass Turnover (P4.T11)&SeasonType=Regular Season&LeagueID=10,Mabrey Bad Pass Turnover (P4.T11),4,5:24,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=508&Season=2025&title=Howard STEAL (1 STL)&SeasonType=Regular Season&LeagueID=10,Howard STEAL (1 STL),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/508/20aafefe-2cad-2f7b-bf10-38082312eaa8_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/508/20aafefe-2cad-2f7b-bf10-38082312eaa8_1280x720.mp4
342,,,4,5:16,63 - 78,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=510&Season=2025&title=Clark 11' Pullup Jump Shot (17 PTS)&SeasonType=Regular Season&LeagueID=10,Clark 11' Pullup Jump Shot (17 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/510/c9454b9d-045b-ba1c-6242-ed95b072b789_1280x720.mp4
343,,Clark 11' Pullup Jump Shot (17 PTS),4,5:14,,,,,,
344,,,4,5:14,,,,,,
345,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=512&Season=2025&title=MISS Sheldon 27' 3PT Step Back Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Sheldon 27' 3PT Step Back Jump Shot,4,4:56,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/512/fffb2635-0537-cd79-6a15-df907b703b30_1280x720.mp4,
346,,,4,4:52,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=513&Season=2025&title=Cunningham REBOUND (Off:1 Def:6)&SeasonType=Regular Season&LeagueID=10,Cunningham REBOUND (Off:1 Def:6),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/513/9a4ca39e-2129-7f4e-7f3c-99a27b9c1cbb_1280x720.mp4
347,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=514&Season=2025&title=Sheldon P.FOUL (P4.T4)&SeasonType=Regular Season&LeagueID=10,Sheldon P.FOUL (P4.T4),4,4:38,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/514/9608e572-861c-b790-8114-c910baba5f85_1280x720.mp4,
348,,,4,4:38,,,,,,
349,,,4,4:33,63 - 81,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=519&Season=2025&title=Cunningham 24' 3PT Pullup Jump Shot (5 PTS)&SeasonType=Regular Season&LeagueID=10,Cunningham 24' 3PT Pullup Jump Shot (5 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/519/1b2fc6fe-f359-c3d7-1780-ee49d4bed427_1280x720.mp4
350,,,4,4:16,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=520&Season=2025&title=Clark S.FOUL (P3.T3)&SeasonType=Regular Season&LeagueID=10,Clark S.FOUL (P3.T3),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/520/8f1ec1b3-8db1-4537-a02c-a679e31a104a_1280x720.mp4
351,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=522&Season=2025&title=Brown Free Throw 1 of 2 (13 PTS)&SeasonType=Regular Season&LeagueID=10,Brown Free Throw 1 of 2 (13 PTS),4,4:16,64 - 81,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/522/7b2a8b56-cd41-f4ee-92fd-ddf37f7a8554_1280x720.mp4,
352,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=523&Season=2025&title=MISS Brown Free Throw 2 of 2&SeasonType=Regular Season&LeagueID=10,MISS Brown Free Throw 2 of 2,4,4:16,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/523/c4b967e6-9ba6-acbe-e81e-8b21b0ecd9ed_1280x720.mp4,
353,,,4,4:14,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=524&Season=2025&title=Boston REBOUND (Off:1 Def:8)&SeasonType=Regular Season&LeagueID=10,Boston REBOUND (Off:1 Def:8),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/524/d76e2b17-9e4f-d040-9f31-a66a532c18bb_1280x720.mp4
354,,,4,3:55,64 - 84,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=525&Season=2025&title=Clark 28' 3PT Pullup Jump Shot (20 PTS)&SeasonType=Regular Season&LeagueID=10,Clark 28' 3PT Pullup Jump Shot (20 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/525/806236a9-0600-4103-6ba3-878e1458bfa8_1280x720.mp4
355,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=530&Season=2025&title=MISS Nelson-Ododa 14' Turnaround Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Nelson-Ododa 14' Turnaround Jump Shot,4,3:26,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/530/e41f75fd-7fa9-07c3-2dc6-de0461e94707_1280x720.mp4,
356,,,4,3:24,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=531&Season=2025&title=Hull REBOUND (Off:0 Def:3)&SeasonType=Regular Season&LeagueID=10,Hull REBOUND (Off:0 Def:3),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/531/d5b4332e-009c-4d4a-2a69-3e71cb5b1a96_1280x720.mp4
357,,,4,3:24,,,,,,
358,,,4,3:24,,,,,,
359,,,4,3:24,,,,,,
360,,,4,3:24,,,,,,
361,,,4,3:24,,,,,,
362,,,4,3:24,,,,,,
363,,,4,3:12,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=546&Season=2025&title=Cunningham Step Out of Bounds Turnover (P3.T15)&SeasonType=Regular Season&LeagueID=10,Cunningham Step Out of Bounds Turnover (P3.T15),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/546/3aca0cc9-c705-cb46-6ff2-70273f6fc8d5_1280x720.mp4
364,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=549&Season=2025&title=Nelson-Ododa 2' Cutting Layup Shot (10 PTS) (Rivers 4 AST)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa 2' Cutting Layup Shot (10 PTS) (Rivers 4 AST),4,3:00,66 - 84,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/549/6f01eb63-0ff4-dffe-695d-42f839d7e3e5_1280x720.mp4,
365,,,4,2:40,66 - 87,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=551&Season=2025&title=Dantas 26' 3PT Jump Shot (12 PTS) (Hull 2 AST)&SeasonType=Regular Season&LeagueID=10,Dantas 26' 3PT Jump Shot (12 PTS) (Hull 2 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/551/2ae7cdc6-11af-ed27-7f79-864ccec378a5_1280x720.mp4
366,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=553&Season=2025&title=MISS Sheldon 26' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Sheldon 26' 3PT Jump Shot,4,2:25,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/553/ae4fda23-c622-8004-a320-7af120dae199_1280x720.mp4,
